Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
31939918,Vitajte v raji: Reportáž o turistickom priemysle,Jennie Dielemans,"Dielemans, Jennie",Alexandra Debnárová,"=""8089845584""","=""9788089845583""",5,3.64,Absynt,Paperback,224,2016,2009,2019/10/04,2019/09/27,,,read,,,,1,0
36616757,"Eli, Eli",Wojciech Tochman,"Tochman, Wojciech",Slavomír Bachura,"=""8089916171""","=""9788089916177""",5,4.12,Absynt,Paperback,144,2017,2013,2019/09/30,2019/09/23,,,read,,,,1,0
25807559,Gang Mara Salvatrucha - Ve znamení krve,Samuel Logan,"Logan, Samuel",,"=""8024914611""","=""9788024914619""",3,3.76,Ikar,Hardcover,280,2010,2009,2019/09/29,2019/09/27,,,read,,,,1,0
32950463,Všetci mocní Kremľa,Михаил Зыгарь,"Зыгарь, Михаил",,"=""8089845835""","=""9788089845835""",4,4.29,Absynt,Paperback,480,2016,2015,2019/09/26,2019/09/22,,,read,,,,1,0
5306,Travels with Charley: In Search of America,John Steinbeck,"Steinbeck, John",,"=""0142000701""","=""9780142000700""",4,4.08,Penguin,Paperback,214,2002,1961,2019/09/20,2019/08/27,,,read,,,,1,0
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",Timothy Ferriss,"=""0812992180""","=""9780812992182""",5,3.95,Villard Books,Paperback,205,2002,2002,2019/08/29,2018/10/26,,,read,,,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.02,Anchor Books,Paperback,207,1997,1996,,2019/08/28,,,read,,,,1,0
5853,Half a Life,V.S. Naipaul,"Naipaul, V.S.",,"=""037570728X""","=""9780375707285""",0,3.24,Vintage International,Paperback,224,2009,2001,,2019/08/27,to-read,to-read (#24),to-read,,,,0,0
40678197,Little Boy,Lawrence Ferlinghetti,"Ferlinghetti, Lawrence",,"=""0385544790""","=""9780385544795""",3,3.65,Knopf Doubleday Publishing Group,Kindle Edition,192,2019,2019,2019/08/26,2019/08/26,,,read,,,,1,0
28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,"Theroux, Paul",,"=""0618446877""","=""9780618446872""",5,3.99,Mariner Books,Paperback,485,2004,2002,2019/08/21,2019/07/29,,,read,,,,1,0
18633194,"Anastasia (The Ringing Cedars of Russia, #1)",Vladimir Megré,"Megré, Vladimir",Marian Schwartz,"=""5906381015""","=""9785906381019""",1,3.80,Megre,Kindle Edition,198,2013,1996,2019/08/21,2019/08/21,,,read,,,,1,0
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",5,3.90,Doubleday/Random House (NY),Hardcover,339,2009,2009,2019/08/21,2019/08/04,,,read,,,,1,0
26,The Lost Continent: Travels in Small-Town America,Bill Bryson,"Bryson, Bill",,"=""0060920084""","=""9780060920081""",5,3.81,William Morrow Paperbacks,Paperback,299,1990,1989,2019/08/04,2019/07/30,,,read,,,,1,0
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",5,3.54,Faber & Faber,Paperback,320,2005,2000,2019/08/04,2019/07/29,,,read,,,,1,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",5,3.84,Penguin Press,Hardcover,297,2014,2014,2019/07/24,2019/07/01,,,read,,,,1,0
867621,"The Way Some People Die (Lew Archer, #3)",Ross Macdonald,"Macdonald, Ross",,"=""0307278980""","=""9780307278982""",0,4.02,Vintage Crime,Paperback,245,2007,1951,,2019/07/02,to-read,to-read (#23),to-read,,,,0,0
44144983,Demian,Hermann Hesse,"Hesse, Hermann",,"=""""","=""""",3,4.14,,,,,1919,2019/06/01,2019/06/01,,,read,,,,1,0
252577,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",5,4.15,Harper Perennial,Paperback,452,2005,1996,2019/06/24,2019/06/01,,,read,,,,1,0
12311577,Sto rokov samoty,Gabriel García Márquez,"Márquez, Gabriel García",,"=""""","=""""",5,4.12,Odeon,Hardcover,312,2008,1967,2019/03/24,2019/03/18,,,read,,,,1,0
5113,Franny and Zooey,J.D. Salinger,"Salinger, J.D.",,"=""0316769029""","=""9780316769020""",2,3.96,Back Bay Books,Paperback,201,2001,1957,2019/03/08,2019/03/08,,,read,,,,1,0
73723,The President,Miguel Ángel Asturias,"Asturias, Miguel Ángel",Frances Partridge,"=""0881339512""","=""9780881339512""",0,3.97,Waveland Pr Inc,Paperback,287,1997,1946,,2019/03/05,to-read,to-read (#22),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",5,4.01,William Morrow,Hardcover,268,2006,2005,2019/03/05,2018/10/26,,,read,,,,1,0
